,index,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
4370,4370,2012-11-25,brun,47.0,10.0,29120.0,F,licence,geologie,73.11,non,0
4371,4371,2013-05-03,blond,26.0,10.0,42866.0,M,licence,detective,94.34,oui,1
4372,4372,2012-01-12,roux,56.0,11.0,31765.0,M,master,detective,96.65,oui,0
4373,4373,2013-11-23,chatain,36.0,15.0,35882.0,F,doctorat,geologie,82.31,oui,0
4374,4374,2014-01-04,brun,37.0,12.0,42251.0,M,licence,geologie,55.57,non,0
4375,4375,2014-12-09,brun,34.0,11.0,31259.0,M,licence,geologie,62.84,non,0
4376,4376,2014-08-09,blond,35.0,10.0,33671.0,M,licence,forage,56.54,non,0
4377,4377,2011-08-01,blond,17.0,6.0,39183.0,F,bac,detective,55.09,non,0
4378,4378,2014-11-30,roux,42.0,12.0,36994.0,M,bac,geologie,54.77,non,0
4379,4379,2012-09-22,chatain,51.0,9.0,26967.0,M,doctorat,forage,53.2,non,1
4380,4380,2014-11-06,chatain,25.0,7.0,33539.0,F,doctorat,geologie,99.45,oui,0
4381,4381,2011-10-02,blond,45.0,8.0,34636.0,F,master,geologie,73.65,oui,1
4382,4382,2013-12-28,chatain,40.0,13.0,47771.0,M,licence,detective,46.33,oui,0
4383,4383,2012-07-14,brun,36.0,4.0,35424.0,M,licence,geologie,61.06,non,0
4384,4384,2011-09-22,blond,50.0,9.0,41043.0,M,bac,geologie,32.96,non,0
4385,4385,2014-03-29,roux,39.0,10.0,28948.0,M,licence,geologie,73.67,non,0
4386,4386,2013-11-02,blond,46.0,12.0,36130.0,F,licence,detective,69.84,non,0
4387,4387,2011-07-02,brun,32.0,11.0,30960.0,M,master,forage,59.44,non,0
4388,4388,2013-12-01,brun,37.0,14.0,28845.0,F,master,geologie,97.97,non,0
4389,4389,2013-12-13,chatain,37.0,8.0,30754.0,M,master,geologie,83.56,non,0
4390,4390,2012-03-07,brun,42.0,6.0,29550.0,M,master,geologie,67.27,non,1
4391,4391,2010-03-02,chatain,26.0,4.0,33378.0,F,,detective,76.18,oui,0
4392,4392,2013-06-17,roux,26.0,11.0,42571.0,M,bac,geologie,58.28,non,0
4393,4393,2010-04-07,chatain,40.0,10.0,35178.0,M,master,geologie,92.95,oui,0
4394,4394,2013-02-13,chatain,33.0,10.0,35196.0,M,doctorat,geologie,70.45,oui,0
4395,4395,2013-11-19,chatain,45.0,12.0,33480.0,F,doctorat,detective,97.43,oui,0
4396,4396,2010-03-04,blond,42.0,8.0,33253.0,M,licence,geologie,81.91,non,1
4397,4397,2011-08-06,brun,37.0,4.0,41453.0,M,licence,geologie,64.16,non,0
4398,4398,2013-07-18,blond,35.0,12.0,35059.0,F,licence,detective,87.25,oui,0
4399,4399,2013-10-20,brun,32.0,8.0,38998.0,F,licence,forage,75.38,non,0
4400,4400,2014-09-27,chatain,30.0,4.0,40969.0,F,licence,forage,48.92,non,0
4401,4401,2010-05-22,roux,33.0,5.0,38267.0,F,bac,detective,88.53,non,1
4402,4402,2014-02-02,blond,53.0,14.0,37176.0,M,bac,geologie,51.77,non,0
4403,4403,2011-09-20,brun,43.0,7.0,30545.0,M,master,geologie,81.45,non,0
4404,4404,2012-11-17,brun,31.0,13.0,32595.0,F,master,detective,87.33,oui,0
4405,4405,2011-06-26,blond,44.0,12.0,31580.0,M,licence,geologie,43.17,non,0
4406,4406,2011-06-09,chatain,43.0,11.0,41247.0,F,bac,archeologie,60.49,non,1
4407,4407,2012-07-31,blond,31.0,12.0,37267.0,M,licence,geologie,77.45,non,0
4408,4408,2012-08-13,roux,31.0,11.0,32994.0,M,licence,geologie,82.63,non,0
4409,4409,2010-09-13,chatain,27.0,7.0,33947.0,M,master,geologie,78.25,non,0
4410,4410,2012-02-14,blond,42.0,11.0,30134.0,F,licence,geologie,102.74,non,0
4411,4411,2014-06-14,blond,28.0,9.0,29256.0,F,licence,geologie,86.16,non,0
4412,4412,2013-11-22,blond,40.0,5.0,37122.0,M,licence,geologie,81.53,non,0
4413,4413,2012-10-21,blond,30.0,7.0,42696.0,M,bac,geologie,47.63,non,0
4414,4414,2011-06-08,chatain,31.0,7.0,38320.0,M,master,forage,75.42,oui,0
4415,4415,2010-06-05,brun,54.0,13.0,33131.0,M,doctorat,forage,79.81,oui,0
4416,4416,2014-03-21,roux,30.0,7.0,36716.0,M,licence,geologie,60.1,non,0
4417,4417,2012-05-26,chatain,44.0,12.0,30631.0,F,master,geologie,101.67,non,0
4418,4418,2010-02-09,chatain,50.0,9.0,35885.0,F,licence,forage,84.18,non,0
4419,4419,2012-11-16,brun,45.0,12.0,33442.0,F,licence,geologie,93.18,non,0
4420,4420,2012-03-18,chatain,30.0,7.0,35010.0,M,master,detective,70.86,oui,1
4421,4421,2012-05-26,blond,29.0,12.0,35210.0,M,licence,geologie,66.33,non,0
4422,4422,2010-06-28,chatain,40.0,13.0,37183.0,F,master,detective,80.89,oui,0
4423,4423,2010-01-27,roux,46.0,12.0,39149.0,M,bac,detective,62.05,non,0
4424,4424,2011-07-28,chatain,11.0,15.0,30583.0,F,doctorat,forage,95.79,non,0
4425,4425,2010-03-25,roux,32.0,8.0,23631.0,M,master,geologie,95.86,non,0
4426,4426,2012-10-18,brun,37.0,7.0,47370.0,M,master,archeologie,43.89,oui,0
4427,4427,2013-08-30,blond,33.0,6.0,31883.0,M,master,geologie,81.33,oui,1
4428,4428,2013-12-27,blond,52.0,12.0,29327.0,M,master,detective,67.35,non,0
4429,4429,2010-10-20,blond,36.0,7.0,31647.0,F,licence,detective,74.42,non,0
4430,4430,2010-01-12,brun,39.0,12.0,37996.0,M,licence,forage,63.53,non,0
4431,4431,2014-09-08,brun,36.0,6.0,25915.0,M,doctorat,geologie,88.28,non,0
4432,4432,2012-10-29,brun,35.0,7.0,39817.0,F,licence,forage,77.1,non,0
4433,4433,2012-04-26,brun,61.0,10.0,31377.0,M,master,geologie,81.84,non,0
4434,4434,2010-03-14,chatain,39.0,6.0,32557.0,M,doctorat,forage,85.81,oui,0
4435,4435,2013-05-21,chatain,23.0,3.0,29279.0,F,doctorat,forage,122.55,oui,0
4436,4436,2012-08-01,brun,32.0,10.0,40876.0,M,licence,geologie,58.94,non,0
4437,4437,2011-04-15,chatain,49.0,6.0,30755.0,F,doctorat,forage,90.95,non,0
4438,4438,2014-05-22,brun,43.0,5.0,27981.0,F,master,geologie,103.5,non,0
4439,4439,2014-11-19,brun,32.0,8.0,38478.0,M,master,geologie,59.36,oui,0
4440,4440,2013-07-02,blond,42.0,11.0,37376.0,M,bac,detective,53.04,non,0
4441,4441,2014-04-07,brun,32.0,11.0,36674.0,M,master,detective,78.34,,0
4442,4442,2011-09-28,blond,28.0,9.0,30676.0,M,master,geologie,92.54,oui,1
4443,4443,2010-12-24,chatain,26.0,9.0,33691.0,M,doctorat,detective,98.99,oui,0
4444,4444,2013-12-21,roux,36.0,14.0,35790.0,M,bac,geologie,53.84,non,0
4445,4445,2014-12-22,blond,32.0,7.0,35322.0,F,bac,archeologie,81.88,non,1
4446,4446,2010-05-23,brun,21.0,13.0,32535.0,M,master,geologie,74.47,non,1
4447,4447,,roux,37.0,7.0,31848.0,M,bac,geologie,81.83,non,0
4448,4448,2014-10-17,brun,32.0,6.0,44184.0,F,bac,detective,41.34,non,0
4449,4449,2011-07-07,brun,42.0,8.0,30566.0,F,licence,geologie,69.65,non,0
4450,4450,2014-09-26,chatain,34.0,9.0,32523.0,M,doctorat,detective,105.2,oui,0
4451,4451,2010-08-19,brun,25.0,9.0,35131.0,F,master,forage,78.59,non,0
4452,4452,2012-12-14,chatain,14.0,9.0,35506.0,M,doctorat,forage,83.32,oui,0
4453,4453,2010-09-21,chatain,21.0,8.0,30293.0,M,doctorat,geologie,105.51,oui,0
4454,4454,2011-03-18,brun,50.0,8.0,28890.0,M,master,forage,75.07,oui,0
4455,4455,2010-09-18,chatain,35.0,6.0,28052.0,F,master,geologie,92.1,non,0
4456,4456,2014-07-29,blond,33.0,7.0,30769.0,M,licence,geologie,78.57,non,1
4457,4457,2014-10-04,chatain,38.0,12.0,40947.0,F,licence,forage,66.68,non,1
4458,4458,2014-09-13,brun,49.0,5.0,29786.0,F,licence,geologie,65.54,non,0
4459,4459,2012-06-24,chatain,35.0,13.0,29773.0,F,doctorat,geologie,114.41,oui,0
4460,4460,2011-03-21,brun,39.0,7.0,44009.0,M,licence,forage,65.86,oui,0
4461,4461,2013-02-12,chatain,34.0,11.0,37909.0,M,master,geologie,68.45,non,0
4462,4462,2010-01-10,brun,16.0,12.0,43264.0,M,master,detective,65.28,oui,0
4463,4463,2012-02-18,blond,47.0,11.0,36586.0,M,master,geologie,76.61,oui,0
4464,4464,2012-04-24,chatain,24.0,7.0,35870.0,F,master,detective,72.92,non,0
4465,4465,2014-06-13,blond,27.0,5.0,36553.0,M,licence,geologie,53.65,non,0
4466,4466,2012-12-26,brun,34.0,11.0,37743.0,M,master,geologie,82.05,oui,1
4467,4467,2014-04-03,blond,33.0,14.0,30959.0,F,master,detective,75.22,non,0
4468,4468,2014-06-08,brun,46.0,11.0,33077.0,F,licence,detective,66.79,non,0
4469,4469,2010-04-26,brun,32.0,13.0,36670.0,M,master,geologie,87.95,non,0
4470,4470,2010-10-14,roux,33.0,10.0,34882.0,M,licence,detective,66.11,non,0
4471,4471,2013-10-05,chatain,26.0,15.0,40621.0,,licence,geologie,79.07,non,0
4472,4472,2013-07-28,brun,53.0,4.0,34175.0,M,master,geologie,69.15,oui,0
4473,4473,2010-03-22,chatain,37.0,11.0,36423.0,F,master,archeologie,75.35,oui,0
4474,4474,2014-05-25,chatain,15.0,12.0,37556.0,M,doctorat,geologie,67.93,oui,1
4475,4475,2010-04-09,roux,33.0,10.0,37009.0,M,bac,geologie,28.52,non,0
4476,4476,2010-02-23,brun,30.0,6.0,29838.0,F,master,geologie,56.98,non,1
4477,4477,2011-12-29,chatain,43.0,11.0,30300.0,F,master,forage,103.82,non,0
4478,4478,2014-08-14,blond,23.0,13.0,34572.0,F,licence,archeologie,,oui,0
4479,4479,2010-12-19,chatain,42.0,11.0,32484.0,F,doctorat,geologie,43.57,non,1
4480,4480,2011-05-12,chatain,24.0,10.0,28997.0,M,master,geologie,72.48,non,0
4481,4481,2014-04-14,chatain,41.0,10.0,40043.0,M,master,geologie,88.96,oui,0
4482,4482,2010-03-25,brun,37.0,7.0,39417.0,M,licence,forage,71.24,non,0
4483,4483,2010-08-23,roux,36.0,8.0,31417.0,M,licence,geologie,79.53,non,0
4484,4484,2012-03-26,brun,34.0,17.0,29872.0,F,master,geologie,96.47,non,0
4485,4485,2014-02-14,brun,38.0,8.0,33956.0,F,licence,geologie,90.46,non,0
4486,4486,2012-03-10,brun,34.0,9.0,33790.0,M,master,geologie,83.36,oui,0
4487,4487,2010-10-27,roux,34.0,12.0,34750.0,M,bac,geologie,65.45,non,0
4488,4488,2012-07-24,brun,43.0,6.0,32475.0,F,master,forage,69.7,non,0
4489,4489,2013-04-18,blond,52.0,6.0,38215.0,F,licence,detective,67.62,non,0
4490,4490,2011-04-13,brun,41.0,9.0,28570.0,F,licence,detective,82.29,non,0
4491,4491,2010-05-16,brun,40.0,14.0,38601.0,M,licence,forage,53.38,non,0
4492,4492,2011-08-12,blond,25.0,8.0,34078.0,M,master,geologie,85.88,oui,1
4493,4493,2010-10-12,chatain,12.0,9.0,40403.0,F,master,forage,73.36,oui,0
4494,4494,2011-01-22,chatain,28.0,9.0,43894.0,F,licence,forage,49.67,non,0
4495,4495,,blond,25.0,10.0,32777.0,F,master,detective,109.23,oui,0
4496,4496,2012-07-02,brun,17.0,12.0,36198.0,F,licence,forage,68.06,non,0
4497,4497,2012-01-06,blond,59.0,9.0,43017.0,M,bac,geologie,60.57,non,0
4498,4498,2014-04-09,chatain,58.0,8.0,27909.0,F,master,geologie,73.95,non,0
4499,4499,2010-06-12,brun,32.0,11.0,30868.0,M,licence,geologie,64.47,non,0
4500,4500,2012-02-02,brun,27.0,6.0,22576.0,M,doctorat,geologie,87.89,non,0
4501,4501,2011-09-05,brun,38.0,9.0,36145.0,F,licence,forage,91.21,oui,0
4502,4502,2013-08-14,chatain,26.0,11.0,37742.0,F,licence,detective,37.12,non,1
4503,4503,2010-12-19,roux,36.0,10.0,42255.0,M,bac,geologie,66.36,non,0
4504,4504,2012-03-07,chatain,33.0,17.0,33240.0,F,master,geologie,80.03,non,0
4505,4505,2013-08-07,roux,27.0,12.0,45557.0,M,bac,geologie,32.35,non,0
4506,4506,2012-07-07,chatain,30.0,12.0,42933.0,M,master,geologie,79.98,oui,0
4507,4507,2013-11-21,blond,28.0,8.0,28841.0,M,master,geologie,67.15,non,0
4508,4508,2014-11-21,chatain,27.0,15.0,37351.0,F,doctorat,detective,99.38,oui,0
4509,4509,2011-04-02,roux,32.0,5.0,42963.0,M,bac,geologie,50.73,non,0
4510,4510,2013-10-20,chatain,35.0,11.0,34596.0,F,doctorat,detective,105.78,oui,0
4511,4511,2012-12-12,brun,44.0,8.0,42313.0,F,licence,archeologie,76.88,oui,0
4512,4512,2014-09-06,blond,39.0,9.0,32297.0,M,master,geologie,70.63,non,0
4513,4513,2011-12-25,blond,22.0,7.0,33647.0,M,licence,geologie,55.12,non,0
4514,4514,2010-05-20,blond,29.0,9.0,34478.0,M,bac,geologie,44.71,non,0
4515,4515,2014-07-06,chatain,35.0,11.0,32258.0,F,licence,archeologie,56.89,non,1
4516,4516,2013-02-27,brun,30.0,10.0,37919.0,M,master,geologie,80.43,oui,0
4517,4517,2013-12-08,brun,20.0,5.0,25989.0,F,doctorat,detective,103.96,oui,0
4518,4518,2012-01-20,blond,47.0,9.0,35004.0,M,licence,forage,58.89,non,0
4519,4519,2010-12-11,brun,33.0,15.0,33073.0,M,doctorat,detective,93.84,oui,0
4520,4520,2010-03-04,chatain,27.0,5.0,27228.0,F,doctorat,detective,122.04,oui,0
4521,4521,2014-07-15,chatain,42.0,10.0,38175.0,M,master,geologie,48.61,non,0
4522,4522,2013-06-07,chatain,49.0,11.0,38658.0,M,master,geologie,54.91,non,0
4523,4523,2012-11-23,blond,34.0,12.0,29727.0,M,master,geologie,79.01,oui,0
4524,4524,2013-09-22,brun,26.0,12.0,34024.0,F,master,forage,94.53,non,0
4525,4525,2011-05-22,chatain,25.0,13.0,34916.0,M,master,geologie,87.73,non,0
4526,4526,2010-10-12,chatain,35.0,4.0,39192.0,F,master,detective,57.48,non,0
4527,4527,2012-08-27,blond,23.0,9.0,40521.0,F,bac,detective,57.9,non,0
4528,4528,2012-06-16,chatain,30.0,9.0,35455.0,M,master,forage,81.62,oui,0
4529,4529,2013-09-10,chatain,33.0,8.0,43146.0,M,licence,geologie,53.96,non,0
4530,4530,2011-05-01,blond,47.0,12.0,38968.0,M,bac,geologie,64.9,non,0
4531,4531,2013-04-08,brun,27.0,7.0,31881.0,M,master,geologie,73.52,non,0
4532,4532,2014-11-08,blond,26.0,10.0,38414.0,M,licence,geologie,66.47,non,0
4533,4533,2011-07-04,brun,29.0,6.0,33595.0,F,licence,detective,95.26,non,0
4534,4534,2011-12-20,blond,33.0,7.0,36911.0,M,bac,geologie,40.59,non,0
4535,4535,2011-04-14,brun,25.0,14.0,40093.0,M,master,forage,75.33,oui,0
4536,4536,2014-08-10,blond,29.0,5.0,32080.0,F,master,forage,99.33,oui,0
4537,4537,2013-04-09,chatain,38.0,15.0,32988.0,F,doctorat,forage,73.01,oui,0
4538,4538,2010-07-11,brun,30.0,8.0,33332.0,M,master,geologie,76.12,non,0
4539,4539,2014-07-30,chatain,18.0,8.0,42393.0,F,master,archeologie,61.92,oui,0
4540,4540,2010-04-29,chatain,30.0,9.0,41599.0,M,master,geologie,48.32,oui,0
4541,4541,2010-04-09,brun,19.0,5.0,48673.0,M,master,detective,64.35,oui,0
4542,4542,2014-10-12,chatain,32.0,14.0,34569.0,F,master,detective,78.22,oui,0
4543,4543,2010-10-20,blond,31.0,12.0,30307.0,M,licence,geologie,88.17,non,0
4544,4544,2012-02-20,blond,50.0,2.0,30820.0,M,licence,,42.45,non,0
4545,4545,2014-09-25,brun,26.0,6.0,35973.0,M,master,forage,75.19,oui,1
4546,4546,2011-03-07,blond,50.0,10.0,24920.0,F,licence,forage,67.46,non,0
4547,4547,2014-04-02,brun,19.0,9.0,31193.0,F,master,detective,77.61,non,0
4548,4548,2012-07-15,blond,36.0,9.0,37924.0,M,licence,forage,59.29,oui,0
4549,4549,2012-05-22,brun,29.0,9.0,46257.0,M,bac,detective,61.83,oui,0
4550,4550,2011-09-02,blond,56.0,7.0,37078.0,M,master,archeologie,81.77,oui,0
4551,4551,2010-01-15,chatain,52.0,13.0,35887.0,F,master,forage,73.04,non,0
4552,4552,2012-10-21,roux,24.0,10.0,40306.0,M,bac,geologie,58.74,non,0
4553,4553,2012-01-20,chatain,32.0,12.0,27860.0,F,doctorat,geologie,121.11,oui,0
4554,4554,2012-11-22,chatain,38.0,9.0,34935.0,M,master,geologie,86.9,non,0
4555,4555,2014-10-14,blond,48.0,13.0,39287.0,M,licence,forage,63.28,oui,0
4556,4556,2014-04-29,brun,37.0,7.0,28639.0,F,licence,geologie,69.46,non,0
4557,4557,2012-01-23,chatain,49.0,6.0,31225.0,M,master,geologie,78.43,non,0
4558,4558,2013-04-17,chatain,28.0,10.0,34712.0,M,master,geologie,52.54,non,0
4559,4559,2010-12-05,blond,16.0,10.0,24272.0,M,master,forage,95.19,oui,0
4560,4560,2010-10-26,chatain,23.0,11.0,36986.0,M,doctorat,detective,101.53,oui,0
4561,4561,2010-05-01,,19.0,6.0,37882.0,M,bac,geologie,47.62,non,0
4562,4562,2012-02-14,brun,55.0,10.0,35190.0,M,licence,geologie,51.1,non,0
4563,4563,2010-07-26,brun,49.0,10.0,35334.0,F,licence,geologie,64.65,non,1
4564,4564,2010-11-10,chatain,43.0,16.0,40957.0,F,master,detective,66.53,oui,0
4565,4565,2013-04-18,chatain,44.0,13.0,46301.0,M,licence,detective,55.04,oui,0
4566,4566,2012-07-26,chatain,37.0,8.0,36694.0,F,licence,archeologie,62.12,non,1
4567,4567,2011-03-09,roux,41.0,9.0,35657.0,M,licence,geologie,78.95,non,0
4568,4568,2012-11-29,chatain,17.0,15.0,36144.0,M,master,geologie,47.74,non,0
4569,4569,2013-03-14,chatain,31.0,6.0,37995.0,M,licence,geologie,46.64,non,0
4570,4570,2014-04-25,blond,37.0,8.0,37910.0,M,licence,forage,67.67,non,0
4571,4571,2013-07-30,blond,27.0,14.0,34991.0,F,licence,geologie,85.71,non,0
4572,4572,2011-05-24,chatain,24.0,9.0,33433.0,F,master,detective,78.51,non,0
4573,4573,2011-06-11,blond,29.0,9.0,38663.0,M,licence,geologie,88.35,oui,1
4574,4574,2014-03-20,chatain,34.0,9.0,34321.0,M,licence,geologie,74.06,non,0
4575,4575,2013-06-22,blond,25.0,14.0,30509.0,M,doctorat,geologie,87.31,oui,1
4576,4576,2011-02-21,blond,46.0,10.0,31026.0,M,licence,geologie,54.81,non,0
4577,4577,2014-12-26,blond,26.0,15.0,42776.0,F,bac,detective,56.82,non,0
4578,4578,2011-03-20,chatain,40.0,10.0,31571.0,F,master,geologie,63.37,non,0
4579,4579,2013-04-15,brun,25.0,15.0,36010.0,M,licence,geologie,65.89,non,0
4580,4580,2013-03-25,blond,22.0,11.0,32060.0,M,licence,geologie,50.86,non,0
4581,4581,2010-12-31,chatain,35.0,11.0,36394.0,F,master,archeologie,87.49,oui,0
4582,4582,2012-06-16,brun,29.0,15.0,46279.0,M,bac,geologie,50.47,non,0
4583,4583,2012-09-18,chatain,37.0,5.0,39570.0,F,licence,forage,45.76,non,0
4584,4584,2010-03-14,blond,35.0,12.0,41963.0,M,bac,geologie,64.63,non,0
4585,4585,2014-12-17,chatain,39.0,11.0,33216.0,F,master,geologie,76.53,non,0
4586,4586,2010-10-13,blond,27.0,10.0,33276.0,M,master,geologie,65.34,non,0
4587,4587,2010-05-07,chatain,48.0,11.0,36263.0,F,doctorat,archeologie,74.36,oui,0
4588,4588,2013-08-17,chatain,44.0,7.0,34147.0,F,licence,detective,91.1,non,0
4589,4589,2012-01-15,brun,31.0,4.0,32041.0,M,master,geologie,72.73,non,1
4590,4590,2014-09-25,brun,38.0,14.0,32407.0,F,master,archeologie,86.67,oui,0
4591,4591,2013-02-19,blond,35.0,11.0,32819.0,F,licence,geologie,111.69,non,0
4592,4592,2012-05-26,brun,35.0,3.0,32012.0,M,licence,geologie,74.31,non,0
4593,4593,2011-08-26,brun,32.0,11.0,39334.0,F,bac,detective,47.72,non,0
4594,4594,2014-12-03,brun,35.0,10.0,33205.0,F,bac,geologie,59.27,non,0
4595,4595,2011-03-05,blond,61.0,12.0,24035.0,F,master,geologie,107.01,non,0
4596,4596,2012-07-04,chatain,35.0,6.0,31475.0,M,master,detective,52.65,non,1
4597,4597,2012-03-18,blond,35.0,8.0,32642.0,M,master,geologie,83.23,oui,0
4598,4598,2012-11-21,brun,32.0,11.0,39209.0,F,licence,detective,69.26,oui,0
4599,4599,2012-06-20,blond,31.0,9.0,37972.0,M,licence,forage,90.57,oui,0
4600,4600,2014-12-14,blond,35.0,13.0,36363.0,M,licence,geologie,56.92,non,0
4601,4601,2012-11-26,brun,33.0,8.0,39453.0,M,licence,geologie,52.44,non,0
4602,4602,2014-10-21,blond,34.0,12.0,27091.0,M,master,geologie,75.8,non,0
4603,4603,2013-08-20,brun,44.0,14.0,32834.0,F,master,geologie,80.24,non,0
4604,4604,2010-12-20,brun,35.0,9.0,38123.0,M,licence,geologie,47.98,non,0
4605,4605,2011-08-10,chatain,34.0,15.0,33755.0,F,doctorat,detective,88.48,oui,0
4606,4606,2013-10-11,chatain,49.0,8.0,37246.0,F,licence,forage,60.93,non,0
4607,4607,2011-05-10,chatain,31.0,5.0,36731.0,M,licence,geologie,79.41,non,0
4608,4608,2012-08-08,brun,19.0,7.0,47059.0,F,bac,geologie,69.61,non,0
4609,4609,2012-08-16,chatain,31.0,9.0,24245.0,F,doctorat,geologie,95.99,non,0
4610,4610,2010-05-26,brun,51.0,11.0,34682.0,M,licence,geologie,60.87,non,0
4611,4611,2012-12-07,roux,19.0,8.0,35918.0,M,bac,forage,37.96,non,0
4612,4612,2012-03-30,blond,42.0,7.0,39887.0,M,bac,detective,93.54,non,1
4613,4613,2014-04-27,brun,42.0,12.0,27097.0,F,doctorat,geologie,84.78,non,0
4614,4614,2012-08-22,chatain,47.0,9.0,39244.0,F,master,forage,83.63,oui,0
4615,4615,2014-08-29,blond,23.0,15.0,34006.0,M,licence,geologie,76.72,non,0
4616,4616,2012-01-29,chatain,32.0,4.0,39133.0,F,master,geologie,86.88,oui,0
4617,4617,2014-02-15,blond,25.0,9.0,32590.0,M,master,detective,86.01,oui,0
4618,4618,2012-12-12,blond,23.0,9.0,43596.0,M,licence,forage,96.56,oui,1
4619,4619,2014-06-07,brun,35.0,10.0,39870.0,M,master,geologie,62.06,oui,0
4620,4620,2010-06-29,brun,29.0,7.0,35963.0,M,master,geologie,56.89,non,0
4621,4621,2010-05-24,brun,29.0,12.0,36387.0,M,master,detective,79.3,oui,0
4622,4622,2014-08-22,roux,43.0,13.0,39048.0,M,licence,geologie,68.28,oui,0
4623,4623,2014-05-16,chatain,26.0,13.0,35374.0,M,master,geologie,67.92,oui,0
4624,4624,2011-08-12,blond,34.0,9.0,39530.0,M,licence,detective,58.49,non,0
4625,4625,2010-06-28,blond,35.0,6.0,28515.0,M,master,geologie,69.2,non,0
4626,4626,2013-06-04,chatain,48.0,8.0,27441.0,M,doctorat,geologie,100.03,oui,0
4627,4627,2012-07-05,brun,39.0,11.0,40049.0,M,licence,geologie,61.18,oui,0
4628,4628,2011-04-17,blond,27.0,9.0,28916.0,F,licence,geologie,69.83,non,0
4629,4629,2014-04-22,brun,39.0,11.0,33208.0,M,doctorat,geologie,93.71,oui,0
4630,4630,2011-08-07,blond,34.0,8.0,45291.0,M,licence,detective,51.96,oui,0
4631,4631,2011-03-16,blond,35.0,13.0,29992.0,M,master,forage,84.68,non,1
4632,4632,2012-06-27,chatain,42.0,9.0,24765.0,M,doctorat,geologie,79.26,oui,0
4633,4633,2010-09-20,roux,24.0,7.0,39727.0,M,bac,geologie,43.68,non,0
4634,4634,2014-10-05,chatain,55.0,9.0,33332.0,F,master,detective,60.84,non,1
4635,4635,2011-01-17,chatain,38.0,16.0,33870.0,F,master,detective,80.06,oui,0
4636,4636,2014-07-23,brun,33.0,10.0,36944.0,M,master,geologie,80.34,oui,1
4637,4637,2012-02-03,chatain,38.0,12.0,35159.0,M,doctorat,geologie,73.96,oui,0
4638,4638,2014-11-10,chatain,27.0,13.0,26434.0,F,master,geologie,85.17,non,0
4639,4639,2010-04-26,chatain,35.0,11.0,38199.0,M,licence,forage,62.2,non,0
4640,4640,2014-09-12,roux,38.0,10.0,35626.0,M,licence,geologie,71.79,non,0
4641,4641,2011-08-04,blond,36.0,9.0,30191.0,F,licence,forage,94.86,non,0
4642,4642,2010-02-19,blond,28.0,6.0,38263.0,M,master,detective,71.59,oui,0
4643,4643,2011-06-07,blond,42.0,7.0,37394.0,M,licence,forage,62.11,non,0
4644,4644,2013-08-08,roux,25.0,8.0,34350.0,F,bac,detective,88.21,non,0
4645,4645,2010-01-01,brun,25.0,13.0,46881.0,M,bac,geologie,29.52,non,0
4646,4646,2010-03-24,chatain,38.0,8.0,33434.0,M,doctorat,detective,99.12,oui,0
4647,4647,2013-12-30,chatain,42.0,7.0,31652.0,M,master,geologie,76.78,non,0
4648,4648,2011-10-11,blond,45.0,6.0,29930.0,M,master,forage,83.53,oui,0
4649,4649,2014-06-21,brun,27.0,10.0,31084.0,F,master,detective,75.23,non,0
4650,4650,2013-06-13,chatain,37.0,12.0,35504.0,M,master,geologie,98.83,oui,0
4651,4651,2014-03-31,blond,41.0,8.0,39295.0,M,licence,geologie,58.81,non,0
4652,4652,2011-05-21,blond,35.0,14.0,38415.0,F,bac,forage,58.47,,0
4653,4653,2013-01-14,brun,38.0,10.0,39017.0,M,licence,geologie,77.29,oui,0
4654,4654,2011-12-17,roux,37.0,8.0,35456.0,M,bac,forage,69.25,non,0
4655,4655,2014-06-12,blond,31.0,5.0,40158.0,M,licence,geologie,52.3,non,0
4656,4656,2011-08-26,blond,53.0,6.0,24672.0,M,licence,geologie,75.13,non,0
4657,4657,2012-01-11,brun,53.0,2.0,32552.0,M,doctorat,geologie,92.8,oui,0
4658,4658,2010-04-09,blond,40.0,10.0,36139.0,F,bac,detective,82.55,non,0
4659,4659,2010-02-17,blond,28.0,13.0,39489.0,M,master,geologie,91.94,oui,1
4660,4660,2014-10-28,chatain,35.0,2.0,41144.0,M,licence,geologie,44.32,non,0
4661,4661,2012-02-03,roux,25.0,11.0,35516.0,M,master,geologie,120.22,oui,1
4662,4662,2013-03-08,chatain,58.0,14.0,30187.0,F,doctorat,forage,112.24,oui,0
4663,4663,2014-02-09,chatain,28.0,17.0,38028.0,M,master,geologie,70.8,non,0
4664,4664,2010-10-19,brun,55.0,9.0,34015.0,F,master,geologie,84.87,non,0
4665,4665,2010-09-26,brun,38.0,7.0,35784.0,F,master,archeologie,86.35,oui,0
4666,4666,2010-11-16,chatain,54.0,8.0,43170.0,M,master,forage,65.78,oui,0
4667,4667,2012-02-01,blond,41.0,6.0,24508.0,M,master,forage,92.19,non,0
4668,4668,2010-11-08,chatain,33.0,10.0,37165.0,F,master,detective,78.45,oui,0
4669,4669,2010-10-31,blond,37.0,13.0,38808.0,F,licence,geologie,81.4,oui,1
4670,4670,2012-02-11,roux,30.0,11.0,39596.0,M,bac,forage,65.88,non,0
4671,4671,2011-03-02,blond,36.0,10.0,33177.0,F,bac,geologie,67.37,non,0
